tokens,ner_tags
"[['Sir', 'ap', 'ki', 'sarkar', 'to', 'blue', 'whale', 'game', 'se', 'b', 'zyada', 'khatrnak', 'hai', '.#GST#', 'Dukandaro', 'ki', 'jaan', 'lo', 'ge', 'kya', 'sahab', '#faltu', 'ki', 'formalities#']]","[['O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ek', 'kam', 'Karo', '#gst', 'return', 'file', '@BJP4India', '@arunjaitley', '@AmitShah', 'sabhi', 'k', 'ghar', 'ek', 'ek', 'copy', 'bhej', 'do', 'Samaj', 'lo', 'aapaka', 'return', 'file', 'Ho', 'gaya']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['bhaisaahab', 'sharam', 'bhi', 'aati', 'h', 'retweet', 'karte', 'hue', 'ya', 'usse', 'bhi', 'bhech', 'khayi', 'h', '#GSTNFAILED', '#gst']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['ab', 'time', 'aa', 'gya', 'h', 'ki', '#DeMonetisation', 'n', '#gst', 'ki', 'tarah', 'hi', 'is', '#reservation', 'ko', 'hataiye', 'taki', 'sahi', 'mayne', 'me', '#India', 'develop', 'country', 'ho', 'jaye.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Tumko', 'aur', '@OfficeOfRG', 'ko', 'ek', 'hi', 'jhatake', '#NoteBandi', 'me', 'bhikhmanga', 'bana', 'diya.Ab', 'tumhare', 'jaise', '#BlackMoneyHolder', 'jindagi', 'bhar', 'bheekh', 'mangega', '0']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Mahashivratri', 'ki', 'hardik', 'mangalkamnayen', '.', 'JAI', 'SHIVSHANKAR', ' ', 'D', '.', 'S', '.', 'Rai', ' ']]","[['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'I-PERSON', 'O']]"
"[['#notebandi', 'effect', 'hai', 'bhir', 'BHI', '#vikash', 'to', 'sabka', 'sath', 'sabka', 'Vikash', 'me', 'hai', '#GujratstandwithModi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Agar', '#GST,', '#Demonetisation,', 'aur', 'itne', 'virodh', 'ke', 'bad', 'bhi', '#BJPWinsGujarat', 'to', 'ye', 'bahut', 'badi', 'bat', 'hai', 'Gujrat', 'ki', 'janata', 'ka', 'bahut', 'bahut', 'dhanyavad']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#GST', 'ke', 'naam', 'par', 'har', 'eak', 'banda', '100 100000', 'INR', 'pay', 'kr', 'raha', 'hai', 'daily', 'pr', 'kisi', 'ko', 'kya', 'mil', 'raha', 'hai ? ', 'GHNATAA', 'Pr', 'fir', 'bhi', '#AcheDinAyeGe']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Sahi.', 'hai', '#feku', 'toh', 'bahut', 'achhe', 'hai', 'sir', 'ji', '#domo', '#gst', 'sara', 'plan', 'plan', 'hai', 'bas', 'aab', 'malya', 'ke', 'pass', 'jana', 'bacha', 'hai', '@bhai 08']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@narendramodi', 'Ji', 'Gujarat', 'ke', 'Vikas', 'ki', 'jagah', 'India', 'ke', 'vikas', 'ki', 'bat', 'ki', 'jaye', 'to', 'kahi', 'behatar', 'hoga.', 'India', 'ko', 'notebandhi', 'aur', '#GST', 'ke', 'result', 'chahiye.']]","[['O', 'I-PERSON', 'B-PLACE', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ab', 'toh', 'aur', 'bhi', 'mehenga', 'ho', 'gayaa', 'hoga,', '#GST', 'ke', 'highest', 'slab', 'mein', 'rakha', 'hoga']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Puri', 'duniya', 'ko', '#India', 'ka', 'growth', 'dikh', 'raha', 'hai.', 'sirf', 'kuch', 'logon', 'ko', 'chodh', 'kar.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aaj', 'jaise', 'hi', '#Modi', 'jee', 'ne', '#seaplane', 'par', 'per', 'rakha', '#Gujarat', 'ke', '#Farmers', 'ka', 'loan', 'maaf', 'ho', 'gaya', '#GST', 'ke', 'maare', 'vyapariyo', 'ka', 'dhandha', 'set', 'ho', 'gaya', '#patidar', 'ko', '#Reservation', 'mil', 'gaya', 'aaj', 'poore', '#Gujaratpolls', 'ka', '#Vikas', 'ho', 'gaya', 'Source', '#Indian', '#Media']]","[['O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#NoteBandi', 'ka', 'zakhm', 'bhara', 'nahi', 'ki', 'ye', 'GST', 'ka', 'ghaav', 'de', 'gaye', ',', 'pehle', 'se', 'hi', 'berozgari', 'ki', 'maar', ',', 'mahila', 'suraksha', 'nahi', ',', 'crime', 'ratio', 'badgaya', 'Hain', ',', 'ye', 'hai', '#Modi', 'ji', 'ke', 'acche', 'din', '#ArvindKejriwal', '#RahulGandhi', '#aajtak', '#ABP', '#NDTV', '#RavishKumar', '#HardikPatel']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#BJP', 'ye', 'nahi', 'samajh', 'paayi', 'ki', 'sekadoN', 'vyapari', 'jinko', 'Congressi', 'tax', 'vyavshtha', 'ne', 'do', 'number', 'meiN', 'kamaai', 'ke', 'avsar', 'diye', 'wo', '#GST', 'ke', 'baad', 'short cut', 'kamaai', 'se', 'chuuk', 'jaayeNgey', 'aur', 'galiyaaN', 'deNgey!']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ye', 'to', 'baizti', 'he', 'ho', 'gae', 'Dhawan', '#IndvsSA']]","[['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O']]"
"[['Tiwari', 'ji', 'kis', 'muhse', 'berojgari', 'ki', 'baat', 'kar', 'rahen', 'han ? ', 'Kabhi', '@narendramodi', 'se', 'sawal', 'kiya', 'ha', 'jinhone', '2014', 'me', '2crore', ' varsh', 'rojgar', 'ka', 'srajan', 'karne', 'ka', 'jumla', 'chhodkar', '#DeMonetisation', 'aur', '#GST', 'k', 'chakkar', 'me', 'kitno', 'ko', 'berojgar', 'kar', 'diya ? ', 'Saf', 'saf', 'kyun', 'nahi', 'bolte', 'ki', 'corporate', 'ka', 'saath', 'dena', 'ha']]","[['B-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['desh', 'ko', '#GST', '#demonetization', 'se', 'Barbad', 'karneke', 'baad', 'Bhi', 'JIN', 'logo', 'ne', 'kabhi', 'maafi', 'nahi', 'maangi', 'Aise', 'logo', 'se', 'hum', 'koi', 'Aur', 'UMMID', 'bhi', 'kaise', 'rakh', 'sakte', 'hai ? ', 'I', 'mean', 'kaise ? ', 'How ? ']]","[['B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Pehle', '#Demonitization', 'phir', '#GST', 'Aur', 'ab', 'Ye.', 'Seedha', 'seedha', 'gun', 'leke', 'loot', 'lo', 'na.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Jetali', 'ji', 'ke']]","[['B-PERSON', 'I-PERSON', 'O']]"
"[['baithe', 'mahashay', 'ko', '#GST', 'pr', '#LokSabha', 'me', 'discussion', 'achchha', 'nahi', 'laga', 'So', 'rahe', 'hain', '0', '#Jago', '.@abpnewshindi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Another', 'milestone!', 'Mera', 'desh', 'badal', 'raha', 'hai!', '0', '#GST', '@narendramodi']]","[['O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Petroleum', 'ke', 'badhte', 'rate', 'ko', '#gst', 'ke', 'under', 'kab', 'la', 'rahe', 'hai.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#NoteBandi', 'mein', 'Temporary', 'Ban', 'to', 'lag', 'Chuka', 'hai', '0', 'Koi', 'baat', 'nahin', 'hai', '!']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Are', 'bhaiya', 'thoda', 'bilaspur', 'shehar', 'pe', 'bhi', 'dhayan', 'do.', 'Dust', 'capital', 'bana', 'rakha', 'hai.', 'na', 'sadke,', 'na', 'suraksha,', 'na', 'drainage', 'system']]","[['O', 'O', 'O', 'B-PLACE', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ghatiya', 'insaan', 'tere', 'comment', 'padhke', 'nahi', 'lagta', 'ki', 'tu', 'teacher', 'ho', 'sakta', 'hai.', 'Yahi', 'bhasa', 'sikhata', 'hai', 'kya', 'apne', 'students', 'ko', 'baniya', 'kursi', 'kumar', 'ka', 'bootlicker.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['PIB India', '#UHF', 'RT', 'MIB India', ':', 'LIVE', 'shortly', ':', 'RailMinIndia', 'Minister', 'Shri', 'sureshpprabhu', 'presenting', '#RailBudget2015', 'at', 'URL']]","[['B-ORGANISATION', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']]"
"[['@sardesairajdeep', '@sagarikaghose', '@IndiaToday', '@aajtak', 'haramzada', 'meets', 'harami', 'of', 'JNU']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION']]"
"[['Hame', 'to', 'Laga', 'the', '#urja', 'aap', 'denge.', 'Hamare', 'desh', 'me', 'kya', '#Mukeshambanikebete', '#amitshahkebetejaise', 'logo', 'ko', 'hi', 'urja', 'Denge', 'aap.', 'Hame', 'to', 'Niraasha', 'hath', 'lagi!', 'Achey', 'Din', 'Kab', 'ayenge', 'Sir.', '#GST', 'ke', 'baad', 'bank', 'bhi', 'charges', 'pe', 'charges', 'Le', 'rahi', 'hai.', 'Kuch', 'Kijiye', 'Sir!', 'Hamara', 'Paisa', 'jaise', 'banko', 'ka', 'hai.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Business', 'zara', 'bhi', 'na', 'ho', 'par', 'har', 'mahine', 'CA', 'ko', 'bhar', 'ke', 'paise', 'jarur', 'do', 'wah!', '@askGST GoI', '#Gst']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Sir', 'salute', 'ure', 'strategy.aap', 'jb', 'NDA', 'ke', 'opposition', 'mai', 'the', 'tb', 'v', 'aapne', '#Demonitsation', '#GST', 'aur', 'bahot', 'sare', 'kaamo', 'ko', 'support', 'kiya.', 'NDA', 'ke', 'sath', 'mil', 'kr', 'mujhe', 'pura', 'believe', 'hai', 'ki', 'aap', 'hmesa', 'bihar', 'ki', 'unnati', 'pr', 'dyan', 'denge', 'aur', 'dey', 'v', 'rhe', 'h.']]","[['O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@AmitShah', 'Ji', '#GST', 'mein', 'jaise', 'jaise', 'koi', 'bolta', 'hai', 'waise', 'aap', 'badal', 'kar', 'rahe', 'hai', 'aap', 'pe', 'vishwas', 'kaun', 'kare', '#Gujarat', 'mein', 'isilye', 'aap', 'baithe', 'hai', 'taki', 'logon', 'ka', 'koya', 'hua', 'vishwas', 'paa', 'sake', 'aapke', 'advisor', 'ne', 'aapko', 'GST', 'ko', 'lekar', '#misguide', 'kiya', 'hai.']]","[['O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aur', 'ye', 'panama', 'and', 'paradise', 'papers', 'me', 'naam', 'aane', 'wale', 'log', 'hame', '#GST', 'and', '#SwachhBharat', 'ke', 'fayde', 'batate', 'hai', '(', 'keep', 'in', 'mind', 'Amitabh', 'Bacchan) ']]","[['O', 'O', 'B-PLACE', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'I-PERSON']]"
"[['Ab', 'raste', 'pe', 'aaye', '#BJP', 'ne', 'opposition', 'meah', 'rehkar', '#Demonetisation', '&', '#GST', 'ko', 'oppose', 'kiya', 'kyon ? ', 'Kyoki', 'unko', 'political', 'benefits', 'nahi', 'dikha', 'tab', 'Notebandi', 'aur', 'GST', 'kafi', 'systematically', 'kar', 'sakte', 'the', 'jisse', 'faida', 'zyada', 'hota', 'aur', 'desh', 'mazboot', 'hota', 'lekin', 'uska', 'political', 'benefits', 'nahi', 'milta']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Janta', 'ne', 'es', 'jeet', 'se', 'dekha', 'diya', 'ha', '#GST', '#Demonetisation', 'safal', 'ha.', 'Opposition', 'ne', 'bht', 'koshish', 'ki', 'par', 'asafal', 'rhe.', 'Ab', 'Gujrat', 'aur', 'Himachal', 'bhi', 'aase', 'he', 'jeetenge']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'B-PLACE', 'O', 'O', 'O', 'O']]"
"[['Hum', 'log', 'cards', 'pehle', 'se', 'use', 'karte', 'the', 'but', 'Notebandi', 'ke', 'time', 'meah', 'servers', 'down', 'hua', 'karte', 'the', 'aur', 'ek do', 'baar', 'khana', 'kharido', 'nahi', 'paya', 'agar', 'ruling', 'party', 'ko', '#GST', 'ka', 'faida', 'pata', 'tha', 'to', 'UPA', 'ke', 'time', 'oppose', 'kyu', 'kiya', 'aur', 'abhi', 'itne', 'high', 'GST', 'slabs', 'kyu', 'hai', ' ? ', 'bewkuf', 'nahi', 'hain', 'sab', 'samajhte', 'hain', '!']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['desh', 'ko', 'prayogshala', 'samajh', 'rakhe', 'Hain', 'aaplog.', 'Pahle', 'implementation', 'Karo', 'phir', 'dekhenge,', 'Bura', 'huaa', 'to', 'role', 'back.', 'Bina', 'Kisi', 'planning', 'ke', 'policy', 'implementation', 'to', 'aaplogo', 'se', 'sikhe.', '#GST', '#ArunJaitley']]","[['B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Vote', 'bekaar', 'ho', 'gaya,', 'Adani', 'Ambani', 'Mallya', 'ki', 'aish', 'aur', 'aam', 'logon', 'ki', 'haalat', 'kharaab!', 'Everyone', 'nods', 'in', 'agreement', 'and', 'focus', 'on', 'the', 'food!', '#GST']]","[['O', 'O', 'O', 'O', 'B-PERSON', 'B-PERSON', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['RT', '@dheeruinsan', ':', '@Gurmeetramrahim', '#StillMSG2Everywhere', 'dhan', 'dhan', 'satguru', 'tera', 'he', 'aasra', 'Gud', 'morning', 'Guruji', 'URL']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Itna', 'paise', 'atha', 'hain', 'sarkar', 'ka', 'pass', '#GST', 'TAX', 'AUR', 'Jane', 'kitne', 'Tex', 'Kaha', 'jata', 'hain', 'itna', 'paisa', 'kya', 'vikas', 'ho', 'raha', 'desh', 'ka', 'aur', 'Kaha', 'ho', 'raha', 'kishi', 'ko', 'pata', 'nahi', 'janta', 'ko', 'batay', 'vikas', 'mahgai', 'hain', 'ki', 'thamne', 'ka', 'naam', 'nahi', 'la', 'rahi', 'aur', 'rajneta', 'bolte', 'hain', 'ki', 'mahgai', 'rokna', 'mere', 'bas', 'main', 'nahi']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Bro', 'there', 'are', 'so', 'many', 'GUJARTIS', 'in', 'mumbai', 'and', 'they', 'are', 'sayin', 'Bhencho*', '#DHANDHE', 'ka', 'watt', 'laga', 'diya', 'modi', 'ne', '#GST', 'aur', '#DEMONITISATION.']]","[['O', 'O', 'O', 'O', 'O', 'B-PLACE', 'O', 'B-PLACE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'O', 'O', 'O']]"
"[['Modi', 'ne', 'to', 'ensure', 'ker', 'diya', '#demonetization', 'aur', '#GST', 'ke', 'unthinkable', 'rates', 'se', 'ki', 'garib', 'mer', 'hi', 'jai,', 'na', 'rahe', '#garib', 'aur', 'na', 'rahegi', '#garibi']]","[['B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Kya', 'fekte', 'ho', '@narendramodi', 'ji.', 'Zara', 'batao', 'woh', 'kaun', 'se', 'raaste', 'hain.', 'Congress', 'nahin', 'saari', 'janta', 'ko', 'pareshan', 'kiya', 'aap', 'ne', 'by', 'doing', '#Demonitization', 'and', '#GST']]","[['O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORGANISATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Aankhon', 'se', '#Chai', 'ki', 'do', 'dhaara', 'beh', 'nikli', 'jab', '#Chaiwala', 'ne', 'Chai', 'ke', 'bill', 'mein', '#GST', 'dikha', 'diya']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['1', 'aur', 'failure', '!', '#notebandi', 'main', 'bar 2', 'niyam', 'badla', ',', 'now', '#GST', '!', 'kam', 'karna', 'sai', 'pehla', 'budhiman', 'sochta', 'h', ',', 'aur', 'kam', 'karna', 'ka', 'bad', 'murakh', 'sochta', 'h']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['#GST', 'ka', 'nam', 'change', 'karke', 'TCB', 'kar', 'diya', 'ab', '@OfficeOfRG', 'iska', 'nam', 'kya', 'rakhenge', ' ? ? ']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Ek', 'masoom', 'sa', 'sawal', 'zahan', 'me', 'baar', 'baar', 'aa', 'raha', 'h', 'ye', 'saare', ""ina'am"", 'with', '#GST', 'hain', 'ya', 'without', 'GST.', '@BJP4India']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Tum', '#History', 'ko', 'tod', 'marodne', 'ki', 'koshish', 'karoge,', '1000', '@TrueIndology', 'facts', 'leke', 'aajayenge.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['Mann', 'ki', 'baat', 'nahi', 'karte', 'bewakufi', 'ki', 'baat', 'karte', 'hai', '#GST', 'kam', 'kiya', 'par', '@dominos', 'wale', 'aur', 'bahot', 'se', 'restaurant', 'ne', 'iska', 'fayda', 'janta', 'ko', 'nai', 'diya', 'hai', 'to', 'kya', 'matalb', 'juthi', 'GST', 'khane', 'pe', '18%', 'se', '5%', 'dikhane', 'ki ? ', 'GST', 'kam', 'kar', 'di', 'hotels', 'ne', 'bt', 'khane', 'k', 'bhaav', 'badha', 'diye', 'aur', 'janta', 'ko', 'loot', 'rahe', 'hai']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[[""'"", 'Vaaimai', ""'"", 'Audio', 'Launch', ' ', 'Bhagyaraj', ' ', 'Poornima', ' ', 'Pandiarajan', ' ', 'Ramki', ' ', 'TamilTwin', 'URL']]","[['O', 'O', 'O', 'O', 'O', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'B-PERSON', 'O', 'O', 'O']]"
"[['#GST', 'kapil', 'ka', 'play', 'hai', 'aur', '@sherryontopp', 'usme', 'pagal', 'economist', 'ke', 'role', 'me', 'hai,character', 'ko', 'kya', 'pakda', 'hai', 'by', 'birth', 'actor', 'hai', 'paji.']]","[['O', 'B-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['@narendramodi', 'Sir', 'Jee', 'Himmat', 'Agar', 'Itna', 'He', 'Hai', 'to', '#Reservation', 'Hatayiye.', '#Demonetization', 'aur', '#GST', 'to', 'Koi', 'Bhi', 'Kar', 'Sakta', 'Hai.']]","[['O', 'I-PERSON', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']]"
"[['This', 'monsoon', 'India', 'has', 'received', '18%', 'more', 'rains', 'then', 'normal.', 'Hum', 'To', 'Sadharan', 'Manushya', 'Hai,', '#Indra', 'Dev', 'Bhi', '18%', '#GST', 'Bhar', 'Rahe', 'Hain.']]","[['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'I-PERSON', 'O', 'O', 'O', 'O', 'O', 'O']]"
